"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Bangladesh","BGD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","22255159273.9147","23603412614.6943","24890514014.5217","24777039582.3854","27490816335.8173","27932389835.4113","28649361769.9512","28111938729.2916","30779608227.8708","31155383509.3056","32906270043.7907","31103176561.8473","26756903051.3733","27646752077.9687","30298616455.7662","29059944148.1974","30705132551.2905","31525897954.6263","33755988819.6807","35376828058.6038","35666614469.1264","38246717277.6993","39063027610.8276","40579081837.574","42528220939.5754","43949520315.5326","45783701931.1458","47510847150.9471","48658831252.413","50039078963.9421","52852405164.9835","54694431891.2081","57671277832.2235","60388495684.6196","62737684522.6707","65950655693.3725","68933550573.3629","72028595646.2459","75757535399.2044","79295530763.5123","83492876905.7611","87732050538.1162","91094928770.2862","95412434316.9993","100411600213.555","106974447115.636","114111680586.242","122166366935.51","129513195397.247","136047297736.462","143627564998.204","152912195327.661","162884301114.117","172679520662.469","183145728910.398","195146608978.131","209028320490.615","222803809377.443","239111739541.452","257958323968.613","266852772253.895","285368829855.224","305629528154.311","323279976841.364",
"Bulgaria","BGR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","30408546361.4968","31898614352.4788","32643308427.3858","33763073766.8535","34909817532.3728","35846601798.5429","37354884133.9199","39616540763.2547","43952449156.323","42506465412.9726","38630990671.2382","35368466293.175","32796334206.5532","32310877995.9888","32898293420.1207","33839848852.0943","35601345729.9785","30576080319.7136","31734644752.9483","29070175025.9798","30403689510.6865","31566236716.3582","33419784415.5172","35170029869.751","37459748348.2042","40103039005.5213","42831083920.5471","45681230278.8897","48481288148.9463","46858550898.038","47587369884.0741","48582029321.1084","48945818793.831","48680164577.7112","49142357906.2347","50811995688.6771","52349886250.8068","53787375622.383","55158665587.1604","57248544889.4673","55407582000.7787","59718632534.0491","62130535277.7185","63302823436.9332",
"Bahrain","BHR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","3916965157.58936","3979916383.27078","4420574963.04068","5036098060.16118","5462767480.23746","4980141415.73861","6497904126.31634","7343778517.94162","7627414969.64117","7892030438.49176","8095666863.54271","7665244757.71484","7086042175.65203","7537874924.95327","7915043505.51334","7538424480.61697","7627603583.58375","8420798792.09029","9010254004.35388","9043051972.09625","9444382363.28062","10504986387.4567","11207769805.1897","12650210526.6376","12618584812.5232","13114494128.7944","13653500639.4551","14075803385.1149","14750034759.7734","15384286101.099","16199664042.0741","16603189267.0808","17159155472.1832","18239571740.523","19512869056.2977","20833694747.3041","22181009812.0285","24020693992.7158","25520788920.7817","26168987849.2987","27303230073.1892","27829679463.9972","28888050241.9569","30416985616.3829","31727610007.9685","32523297872.3404","33764059498.7261","35436675410.8102","36164044588.1584","36906448210.9064","34724774104.3146","36235315986.0804","38402659963.6336","39547363674.0058",
"Bahamas, The","BHS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2185539618.29717","2418673258.23389","2671472307.33121","2952619528.10652","3262690852.01194","3602845834.01738","3929693439.98802","4306869891.18758","4669584290.33875","5088990594.7067","4801480462.81599","4879576962.22586","4708921763.45196","5065272658.89802","4216625273.93462","3592432908.71823","3778707200.11271","4124645169.2929","4709500062.36278","5940530212.78623","6326384397.70771","5742686546.17671","6127383245.84207","6347788399.31108","7247342928.41424","7597330171.28274","7733854212.1706","7964672586.75026","8148633239.75093","8696818672.54199","8557995783.83521","8200118797.83931","7886416504.77103","7910691414.96168","8159792440.42319","8517089517.94572","8876811379.71544","8991122802.80373","9415215953.24133","10087848763.9878","10506335029.8288","10782232420.1522","11073887089.6006","10933811645.1092","11030288728.3407","11404886621.6495","11691901110.7421","11860977682.4575","11585370303.4063","11101631501.3115","11272448140.6603","11341567493.8773","11681576709.4504","11347097042.1347","11556707522.6666","11671900000","11559626969.4738","11883240881.123","12195757028.0878","12030228260.9362","9452936752.71722","10908986680.2055","12085195064.0679","12404130127.1916",
"Bosnia and Herzegovina","BIH","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3519825382.25294","3190791225.59104","2985402939.16842","2920280897.21983","3245365558.78904","3763595298.41927","5803437611.28488","7929882641.93997","9247541638.9754","10128052806.5906","10676417585.1095","10935140618.7269","11484898712.3276","11929035686.0139","12683578944.5033","13177880591.4628","13891331517.2397","14704964354.8142","15505477767.974","15039622521.6786","15169815910.7044","15315372000.5534","15189504687.2909","15546436275.2992","15725819000.0295","16404348871.4437","16936219727.6767","17485647794.2627","18154910824.6593","18679105433.9912","18115912632.4361","19454671753.5435","20276983961.3676","20725333315.9436",
"Belarus","BLR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29435182820.3807","29081961913.5884","26290093194.8008","24292045612.7094","21449875344.3062","19219088195.1365","19757223553.9961","22009548117.5155","23858348254.1093","24669531913.7696","26100365593.8692","27333687748.3434","28712745414.3511","30735039349.3483","34254122383.3863","37474010431.5993","41221409496.6336","44766453433.5522","49332631447.7309","49431294367.0231","53262228116.6552","56218268314.0174","57178393454.1458","57749445092.7997","58702960436.3191","56454889146.6088","55028586612.0854","56422011402.6863","58198852028.1251","59040672510.7894","58643480548.472","60073714183.7453","57275242735.7789","59501097357.3809",
"Belize","BLZ","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","141975428.530253","148921259.780202","156207459.16944","163949779.062234","172147070.967349","180634852.894681","189252662.074986","198550878.538982","213178569.394306","224064265.938538","234836588.851222","244134805.315218","269081241.311354","283482184.405103","321922326.699477","333488430.527401","333374974.64713","355032994.602523","383154473.50633","411956277.445107","461839032.844641","467073042.391181","466574565.29151","456555175.588135","465577611.09217","470263295.829071","491647963.404932","544386840.550063","597674042.50483","675436470.053415","752750268.212297","841429344.243664","948552072.962837","1006774198.20434","1006574807.36447","1013952268.4396","1025168003.18218","1068585358.56347","1110158348.67599","1214788691.89681","1363484410.72849","1431576382.54347","1508840332.99239","1654694732.35595","1733803048.07364","1772285480.1682","1852241206.95534","1914351453.57427","1882149832.93556","1874822219.57041","1895708410.0466","1891072573.01966","1961756625.75293","2049139661.32515","2131737316.74054","2193050000","2194246345.03921","2154467872.48551","2178394773.26969","2271360752.35822","1955575509.71701","2302615266.50756","2524886205.2506","2553897572.45142",
"Bermuda","BMU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1684353374.14037","1763181111.49654","1841995308.02833","1861704657.7204","2068540044.96173","2167002551.42304","2478262917.22143","2807253305.25257","2866353374.41263","2964853490.3864","3152003710.10026","3260353838.30773","3319453907.46778","3368703965.45467","3398254000.03469","3526304151.64902","3841504521.91668","4068054788.44426","4127154858.66484","4215804962.40492","4550705357.13996","4659055484.2869","4412805194.35247","4501455299.15307","4523125324.79457","4432505217.75933","4728005565.68065","4905305774.22134","5104276008.40352","5126931035.69259","5127916036.27965","4946675890.08297","4943720834.23487","5092455993.93519","5122991040.76808","5348359015.58225","5487441777.63634","5739864145.64664","5963718852.73555","6165450410.7722","6739895068.97791","7226679645.63174","7119884453.30351","7362722827.73814","7533631299.4758","7659759815.30576","8084406664.52899","8354841362.08309","8198943712.90485","7737613934.72433","7543950875.42882","7261600082.73073","6876350478.40565","6857116738.50431","6603330213.03728","6654541000","6610806937.02849","6849550930.14215","6819905984.64909","6840793088.0543","6372686534.51154","6718028461.70344","7150073873.98764","7143293917.04073",
"Bolivia","BOL","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","4727739740.78824","4826516215.35824","5095783590.61416","5442175889.10498","5657500831.53583","5935478851.01168","6361087683.95581","6762931556.64148","7339771954.86665","7668160495.84439","8069284218.47766","8477859226.64763","9153331406.63073","9678655881.04222","9963166533.59539","10691575405.4755","11184945367.8762","11740973123.2313","11981979440.5665","11997956696.9595","11833371977.1738","11865986687.7943","11398616569.9472","10937870649.9605","10915922095.5904","10732928692.8901","10456675537.0057","10714274130.5917","11026005717.8867","11443905774.4764","11974420919.6569","12605056990.7109","12812599025.0506","13359606817.6646","13983135084.5191","14637304820.719","15275687736.5723","16032477193.9706","16838807348.1389","16910689762.0459","17334777867.7741","17626660706.2169","18064782945.4556","18554580601.9245","19328918095.7722","20183533283.5262","21151739156.0432","22117185810.676","23477060510.1715","24265185331.5574","25266542216.3966","26581436430.5092","27943010857.8463","29842021069.1031","31471565392.0531","33000198248.1292","34407300577.6622","35850757819.5236","37364958855.7283","38193230057.4451","34855949753.4171","36986126769.1183","38319728286.388","39500728992.5704",
"Brazil","BRA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","188463862179.827","204671754327.293","218180090112.894","219489170653.572","226951802455.793","232398645714.732","247969354977.619","258384067886.679","283705706539.573","310657748660.833","342966154521.559","381868537891.986","427464970662.726","487176363120.186","526900425054.734","554123521039.749","610960688375.518","641107493117.411","672969879603.445","718459683218.465","784557974074.562","751214260176.397","757449338535.857","735256072916.757","774959900854.261","835794253071.324","898395242626.365","930108594691.074","929550529534.26","958924326267.545","917211118074.905","926678475712.658","921636677135.004","967024426444.37","1023623112494.87","1066858840351.51","1090424301744.44","1127442527385.92","1131254386908.34","1136547951157.1","1186419100699.97","1202909097080.86","1239639467559.79","1253781634079.45","1325999012823.98","1368459252346.2","1422677453441.88","1509032134017.69","1585905180276.35","1583909921216.67","1703150236842","1770840632932.71","1804861597918.79","1859094488365.14","1868463501755.79","1802212206904.68","1743173232503.86","1766233131755.03","1797736845059.11","1819683217790.43","1760056587883.53","1843881120012.46","1899505377653.06","1954752120905.5",
"Barbados","BRB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1704405287.93316","1835585348.84254","2001903306.37179","1900238226.86018","1995342789.16311","2223507114.24316","2312522358.62799","2558485385.12009","2735579172.20184","2941251087.84405","3220946506.77531","3346973203.50485","3389606970.6726","3435051445.70234","3275292656.43327","3213062095.87106","3353158383.13823","3475287310.84287","3644774963.8817","3932457348.5923","4104426257.16012","4026452354.8613","3829118402.12045","3848311978.07093","3986865604.46344","4030650949.60047","4236382091.81966","4346145354.28646","4498494363.39338","4660440160.47554","4506291753.62327","4330550573.8267","4084033082.71274","4116422242.12917","4199194538.41561","4283766232.44741","4454109219.0079","4665238554.46317","4839180336.51438","4855374916.22259","5071302645.6655","4951342795.97499","4990329747.12439","5098893411.09429","5170869320.9086","5375400864.63085","5701717027.29724","5820266209.13528","5857135329.11833","5563266686.3353","5439889540.40666","5400100308.35573","5383181191.92017","5328790506.40994","5333181721.68845","5288057750","5382816060.91822","5389730072.92036","5326451133.48749","5361210776.86546","4554114648.02364","4542503209.52524","5352561584.79213","5571685827.33474",
"Brunei Darussalam","BRN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","9912272227.91729","9848309169.94229","11904058996.8193","13086612365.6637","14005179257.8736","17413814222.9699","15723288076.0936","12203657713.4964","12484528553.6151","12534388933.9901","12236497439.3579","11880752592.0761","11238334123.9565","11472489785.516","11296288038.4895","10988327004.5369","11278756570.9584","11607042399.1828","11244830849.2983","11173577997.5312","11284501978.3985","11436537376.5575","11433413457.7841","12158742942.4515","11349316035.5518","11832878891.6485","12244033124.2164","12423538058.8336","12915688955.2488","13378513489.2322","13392499178.5515","13391973497.6844","13940831828.212","13416151408.817","12892826139.0708","12647829712.4652","12994552805.373","13481121670.6159","13604222554.7176","13315162321.2607","12981233067.5755","12930296852.4882","12609894729.6867","12777445744.2444","12784137427.3154","13278735782.1319","13429259999.6183","13215632370.1015","13000438059.9791","13183363105.8086",
"Bhutan","BTN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","126311212.043766","129692690.116415","131201349.539953","133126190.941775","139993192.563562","135363168.72966","147484467.102141","159137560.772559","170478518.071383","178646088.207131","187593999.431005","215962517.132316","223391139.326643","246693104.678547","257934068.216827","268325027.27091","298893144.583946","385734526.769479","404123930.526039","433849538.288681","478896647.41269","476943344.786671","498886989.120712","508796713.625178","533989801.683212","571764867.255993","603584570.650709","636020231.15926","673634664.347661","727417465.439946","751822818.858646","806919210.240033","891192073.640849","960585283.946415","1010125138.20547","1080178038.44107","1141108778.10455","1324881878.01365","1384891722.90548","1491078190.55007","1668991760.00271","1810676784.21072","1904194982.8558","1937258289.57895","2051190105.7766","2187815803.82922","2373253832.0828","2422779967.13104","2507622616.47827","2651940022.03121","2380954251.57499","2486224986.71556","2615853471.01817","",
"Botswana","BWA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","203297646.310888","216193392.770107","230606288.144643","244260590.446339","260949209.017402","276120678.761373","293637827.376465","311034576.440118","343901775.878978","395911433.315038","463692530.432643","583423075.814774","737224722.544914","894277062.41177","972953726.998367","1055131834.82994","1167475696.06134","1307713344.76305","1495145303.78854","1676784360.54518","1877778848.23491","2047996824.33982","2297146530.42091","2599146160.6333","2821253171.4171","3022275113.05842","3269283371.12699","3657737271.88202","4369166056.00913","4939753185.09045","5274313873.08845","5667709608.2008","5833040675.49628","5944807979.21822","6160480628.0856","6593587689.50958","6977980665.54234","7558959721.65963","7592496073.43073","8326480944.19697","8491986059.02571","8513264763.90086","9029979997.34259","9447697367.92895","9703335214.03812","10145481816.2871","10994036837.1472","11630872553.1126","12009117014.1882","10310519328.3503","11354171655.915","12130630062.2477","12109898723.1018","13454439438.0193","14220639811.9916","13530748844.505","14505561464.3559","15102373014.4202","15734874525.0984","16211987795.536","14796883501.255","16560766198.0276","17469294498.1394","17946869751.4987",
"Central African Republic","CAF","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","980371513.739357","1028934744.09243","990722163.67209","983717651.45014","1004182171.74198","1013697588.23369","1020233745.25506","1067946130.32709","1082941302.66553","1159738545.69334","1186793864.44662","1200207036.99646","1200196629.10311","1222867622.78433","1300385612.42636","1305652006.45951","1376581799.61343","1428977736.69122","1446257441.61914","1410605202.96195","1347429290.3509","1326618707.6053","1428977736.69122","1312851666.6817","1437332673.07483","1493779882.6376","1547227016.94335","1470809662.02268","1495962938.26696","1525542171.15668","1492780724.87637","1484532469.39956","1389164942.66891","1393822474.94131","1462119071.07866","1567392310.30149","1504695160.78436","1584443041.5758","1658914120.44075","1718634612.46088","1675850364.88825","1750672710.15363","1813986527.35151","1716076872.67107","1818953694.45096","1835473623.16461","1923045637.77901","2011650635.80801","2052972574.3655","2229266675.80904","2332499967.93604","2430339369.3364","2553162918.71416","1624016454.05115","1625333052.55944","1695825714.19282","1776382808.69192","1856804600.57752","1927167163.54408","1986909345.61394","2004791529.66202","2024497026.49048","2034662228.57957","2052368906.14354",
"Canada","CAN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","276385631126.18","285128514810.572","306307395942.707","322533847198.727","344001699230.73","365732975280.794","390455390106.953","402424490928.189","422579012400.918","443991228080.419","456950058847.452","475314173140.693","501549947271.569","535297444607.439","553271533579.336","561821810372.283","594909046440.392","615938050290.886","638949350316.31","662751487775.805","677180907601.953","700307077493.492","678134303092.571","695509823673.731","736534953481.405","771429628504.867","787795360275.092","819874511491.844","856037856755.414","876046284221.599","877824201432.118","859468413002.863","867121689189.495","890167242008.604","930171796213.96","955122057570.817","971253698607.852","1012824977566.98","1052253104690.22","1106349473421.66","1163199674646.76","1185010810019.45","1220552310131.93","1242600185625.17","1281025904373.69","1322152656328.7","1357030300358.29","1384848127059.22","1398632992699.8","1357861634788.53","1399830508747.17","1443745912933.41","1469093201563.91","1503261570659.63","1546457292386.53","1556508816217.14","1572673953080.04","1620386284372.81","1664832887596.13","1696605089927.38","1611126164920.14","1696305710720.04","1761102321572.64","1783097209318.73",
"Central Europe and the Baltics","CEB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","747357310944.273","666107906996.243","633226782355.904","634551498275.022","657958124166.541","695539762230.711","726740500929.381","743108978161.896","762720520888.591","777203521016.077","807932869778.156","832224596360.615","861715593789.618","896292897053.191","948984741191.326","995572169886.693","1061701928866.3","1128932063595.89","1173674124818.09","1131329359608.83","1148744003611.98","1190051936519.15","1200114894492.26","1207875852308.02","1247157668184.38","1297123697168.52","1333237571352.72","1401517693351.45","1472164889716.28","1531139709524.93","1480167019635.12","1576853751533.48","1640988150473.12","1651487698948.26",
"Switzerland","CHE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","212618998359.322","229859575994.391","240869714794.541","252622227723.541","265900938176.6","271496969441.221","278179751840.311","286680708542.126","296966886912.323","313694770685.154","333700361441.912","347300127583.614","358415498059.662","369346839611.992","374720496445.842","347428948661.489","342552171792.041","350888699908.85","352324127799.855","361102326996.132","377720174344.816","383768742444.189","378743607542.592","381164080521.666","392631235669.911","407054920540.008","414620576468.826","421194296070.306","434999343626.195","453838270018.913","470515127240.656","466206071277.777","466002185360.324","465415099988.28","471324743945.934","473591186505.167","475823127148.128","486583035615.464","501326351582.974","509661911268.691","529837997852.025","538186453673.233","537792409245.141","537618172697.61","552143052382.242","567325324289.261","590436050103.238","613559744788.948","630788401993.241","616296829272.353","636285784211.754","647822333890.064","655461803595.119","667208623354.645","682887233860.616","694118186379.628","708477337578.722","718132463597.499","738674253452.249","747109782866.389","731108654673.334","770529214794.414","790318933740.326","795978145781.87",
"Channel Islands","CHI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10651282856.2361","10267130272.9242","10382639864.8181","9785257886.99542","9833590337.34015","10072261600.1136","10109968846.9524","10232605257.3047","10417455245.2863","10534364582.7133","10700107551.228","9748142573.66108","10716796137.8499","11289283297.0564","11708680810.584",
"Chile","CHL","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","26775250058.2009","28179684721.4978","29314392034.9212","31026393610.9227","31819806920.6941","32122181797.0964","35731508026.097","37023559304.1712","38353450489.4477","39863802957.3967","40592898746.5507","44417840219.41","43964801437.8958","41753702384.3503","42748337927.2385","37228629336.5026","38655447829.58","42692888123.7645","45980711669.0931","49851508074.7301","53832958966.3336","57345758918.0876","51029522091.7876","48469156376.3283","50458177022.7411","52481507638.6787","55303801645.7442","58876686345.9668","63201243989.8327","69472945426.7565","71788871549.5837","77391556631.4767","86033645570.0678","91702216494.85","96315019535.2754","104919125196.922","112056685776.986","120339623821.761","125370887061.407","125027832950.762","131243743560.348","135383217068.298","139719269580.07","146318553367.333","156084225513.219","165194933110.731","175189211413.976","184243394524.547","191225100455.441","189087132634.086","200151851754.47","212609096424.814","225695909225.262","233163076989.911","237342873662.242","242450355827.827","246700604504.172","250050047208.954","260027117795.385","261676645409.828","245600606661.894","273436873982.626","279066228503.412","279676771459.229",
"China","CHN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","158907448897.851","115573387577.228","109124392561.749","120364204991.679","142246417451.728","166357185215.302","184074225438.098","173453142622.861","166341563798.779","194519824699.74","232062150860.376","248445738707.722","257911521353.032","277925455412.202","284345533440.415","309140463949.254","304286958660.14","327321481434.924","364393840371.876","392056159908.458","422770408019.505","444385648943.338","484456409125.223","536633345444.084","618156214897.21","701178782692.455","763934015643.453","852989071904.214","948716580689.189","988622772158.878","1027379269906.5","1122543213961.28","1282219705619.77","1460239618602.01","1650608234052.85","1831415106374.65","2013138309684.44","2199087464269.01","2371626806476.09","2553332587278.43","2770112908903.6","3001022138034.24","3275124420038.43","3603882407613.85","3968365429214.8","4420544471398.72","4982879973774.79","5691986693310.73","6241302053216.75","6827904909100.22","7554112071638.2","8275592638197","8926363432826.3","9619598215288.48","10333926843443.8","11061572618578.7","11819153423353.8","12640253743744.4","13493442283300.8","14296369668065.2","14616413683019.5","15851276922873.1","16318995784492.7","17175670911003.5",
